title,views,likes_x,dislikes,comment_total,L/D,likes_y,replies,poitive_score,negative_score,neutral_score,compound_score,compound_score_comm
James TW - Please Keep Loving Me,108087,7804,39,285,200.10256410256412,170.0,5.0,0.295,0.0,0.705,0.7717,0.7351
Jamie Foxx and Jay Pharoah Play the Impressions Game,1185437,17447,644,609,27.091614906832298,63.0,1.0,0.326,0.0,0.674,0.5951,0.5106
Jane Fonda 'ashamed' she didn't call out W...,186593,929,568,1386,1.6355633802816902,20.0,1.0,0.0,0.0,1.0,0.0,0.0
Jane Fonda Recalls The Moment She Knew Robert Redford Would Be A Star | Megyn Kelly TODAY,324418,211,246,186,0.8577235772357723,52.0,1.0,0.0,0.14,0.86,-0.2769,0.0
Jane Fonda Talks Being Reunited with Robert Redford... in Bed,361149,4566,173,518,26.393063583815028,9.0,1.5,0.0,0.1705,0.8295,-0.23835,0.0
Janet Jackson performs Dammn Baby & I Get Lonely live State Of The World Tour,82199,1194,51,194,23.41176470588235,101.0,7.0,0.818,0.0,0.182,0.8755,-0.3612
Japan vs USA | How different are fast food menus?,346809,17090,513,1781,33.31384015594542,677.0,39.0,0.182,0.0,0.818,0.7964,0.0
Japan's Ominous Dancing Cats and the Disaster That Followed,307749,11202,150,800,74.68,4.0,0.0,0.0,0.304,0.696,-0.541,-0.7579
Japanese Candy Art,262878,7594,62,663,122.48387096774194,262.0,9.0,0.608,0.0,0.392,0.4767,0.0
Jared Leto says he never gifted used condoms | SiriusXM | Entertainment Weekly Radio,24703,402,4,54,100.5,52.0,0.0,0.586,0.0,0.414,0.8176,0.4215
Jared Padalecki Loves Vancouver,130563,5106,24,281,212.75,288.0,2.0,0.0,0.0,1.0,0.0,0.5719
Jared Padalecki on Supernatural,321548,11326,100,435,113.26,4.0,0.0,0.0,0.0,1.0,0.0,0.0
"Jason Aldean, Keith Urban and More Cover “I Won’t Back Down” | 2017 CMT Artists of the Year",154544,1112,155,204,7.174193548387096,79.0,3.0,0.0,0.261,0.739,-0.6486,0.0
Jason Derulo - If I'm Lucky Part 1 (Official Music Video),1883485,57162,1425,2253,40.113684210526316,17.0,2.0,0.325,0.0,0.675,0.4391,0.4215
Jeff Bezos smashes bottle of champagne while perched on top of a giant wind mill,66230,661,153,203,4.3202614379084965,278.0,8.0,0.0,0.0,1.0,0.0,0.4588
Jemele Hill I Deserved My Suspension ... Not Mad At ESPN | TMZ Sports,30534,105,142,261,0.7394366197183099,57.0,9.0,0.0,0.0,1.0,0.0,0.3875
Jennifer Lawrence Challenges Jimmy to an Axe Throwing Contest,1276245,17804,912,1662,19.521929824561404,12.0,0.0,0.092,0.21,0.699,-0.4939,-0.0258
Jennifer Lawrence Got into a Bar Fight in Budapest,1150895,8900,3174,1798,2.804032766225583,199.0,5.0,0.191,0.063,0.746,0.6474,-0.3818
Jennifer Lawrence Tore Her Diaphragm While Filming 'Mother!',209132,1608,83,250,19.373493975903614,235.0,6.0,0.0,0.0,1.0,0.0,0.0
Jennifer Lawrence: My New Horror Film ‘Mother!’ Is ‘An Assault’ | TODAY,79900,492,115,206,4.278260869565218,130.0,7.0,0.0,0.132,0.868,-0.3252,-0.6114
Jeremy Camp - Never Stopped Loving,51402,2528,30,173,84.26666666666667,24.0,1.0,0.507,0.0,0.493,0.8832,-0.357
Jeremy Camp - Storm,52965,2776,18,165,154.22222222222223,36.0,10.0,0.0,0.0,1.0,0.0,0.0
Jeremy Lin addresses Kenyon Martin's comments about his dreads,112628,1192,48,629,24.833333333333332,217.0,4.0,0.0,0.0,1.0,0.0,-0.34
Jess Hilarious EXPOSES Hazel-E & Rose Burgundy (Full Video!),70212,1070,50,186,21.4,117.0,2.0,0.237,0.149,0.614,0.25,0.1923
Jesse Williams Calls Pregame National Anthem 'A Scam' Convincing Americans 'To Go Overseas and Kill',58396,300,508,338,0.5905511811023622,88.0,24.0,0.0,0.28,0.72,-0.5411,-0.7717
Jessie J - Not My Ex,3961722,180008,1928,6038,93.36514522821577,19.0,0.0,0.481,0.058,0.461,0.9605,0.0
Jessie J - Not My Ex (Audio),461109,25260,370,1429,68.27027027027027,10.0,0.0,0.375,0.0,0.625,0.6597,0.0
Jessie Ware - Alone (Official Video),305142,12523,116,426,107.95689655172414,27.0,0.0,0.021,0.015,0.964,-0.5023,-0.25
Jiggly Cheese Cake REDO! Reading Mean (Inspiring) Comments,1561336,87097,1065,10525,81.78122065727699,11510.0,503.0,0.0,0.0,1.0,0.0,0.0
Jim Carrey Sounds Off on Icons and More at NYFW 2017 | E! Live from the Red Carpet,3101709,19954,773,6239,25.813712807244503,9.0,1.0,0.171,0.486,0.342,-0.6808,0.0
Jim Carrey | Norm Macdonald Live,654221,9543,531,5040,17.971751412429377,3.0,0.0,0.0,0.355,0.645,-0.9001,0.0
Jim Carrey's Bizarre Fashion Week Interview | Daily Pop | E! News,65718,159,258,278,0.6162790697674418,16.0,0.0,0.0,0.482,0.518,-0.4201,-0.3802
Jim Parsons Opens Up About Marriage And Why He Didn't Hurry Into It,1026979,12948,1281,1477,10.107728337236535,2.0,0.375,0.17974999999999997,0.12875,0.6915,0.2359,0.0
"Jimmy Kimmel Fights Back Against Bill Cassidy, Lindsey Graham & Chris Christie",1564110,35849,4590,6924,7.810239651416122,2.0,0.0,0.158,0.0,0.842,0.4588,-0.4019
Jimmy Kimmel Talks to Kristen Bell in Orlando After Hurricane Irma,310292,4598,155,371,29.664516129032258,7.0,1.0,0.051,0.0565,0.8925000000000001,-0.0129,0.0
Jimmy Kimmel on Bill Cassidy’s Health “Care” Bill,111973,5723,172,722,33.27325581395349,3.0,0.0,0.067,0.0,0.933,0.4186,0.0
Jimmy Kimmel on Mass Shooting in Las Vegas,6140193,164210,24511,57673,6.699441067275917,2.0,0.0,0.07025,0.09325,0.83675,-0.07329999999999999,0.0
Jimmy Kimmel’s FULL INTERVIEW with David Letterman,1287641,14600,1220,2294,11.967213114754099,3.0,0.0,0.0,0.0,1.0,0.0,0.0
Jimmy Kimmel’s FULL INTERVIEW with Sean Spicer,1009649,9582,917,2779,10.449291166848418,2.0,0.0,0.0,0.0,1.0,0.0,0.0
Joe Arpaio: Last Week Tonight with John Oliver (HBO),3794392,70200,4587,9142,15.304120340091563,83.0,1.0,0.333,0.316,0.351,0.0516,0.0
Joe Goes To The Juggalo March,74988,3274,119,571,27.51260504201681,83.0,18.0,0.186,0.0,0.814,0.6696,0.0
Joe Jonas and Sophie Turner Are Engaged -- See the Ring!,24678,297,21,54,14.142857142857142,72.0,1.0,0.0,0.0,1.0,0.0,0.4574
"Joel Embiid 2017 Preseason Debut | October 11 at Nets - 22 Pts, 7 Rebs, 3 Ast in 15 Mins!",122524,976,22,553,44.36363636363637,60.0,1.0,0.188,0.188,0.625,0.0,0.0
John Legend - Penthouse Floor ft. Chance the Rapper,2558262,55427,2117,1808,26.181861124232405,22.0,3.0,0.0,0.0,1.0,0.0,0.25
John McCain Liberty Medal speech -,36697,500,304,375,1.644736842105263,33.0,6.0,0.153,0.2795,0.5675,0.16710000000000003,0.7579
John Oliver - Harvey Weinstein,1231976,8694,1306,1782,6.656967840735069,49.0,2.0,0.0,0.0,1.0,0.0,0.0
John Oliver - Puerto Rico and Hospitalized Senator,531136,5421,883,741,6.13929784824462,6.0,0.0,0.0,0.179,0.821,-0.5423,0.0
Johnny Drille - Romeo & Juliet ( Official Music Video ),79625,1843,102,255,18.068627450980394,32.0,4.0,0.065,0.037,0.898,0.2263,0.0
Joji Sets His Face on Fire While Eating Spicy Wings | Hot Ones,3931638,238487,3137,22038,76.02390819254065,2.0,0.0,0.13949999999999999,0.023499999999999997,0.8370000000000001,0.17906666666666668,-0.34
"Jon Cozart Roasts Lilly Singh, Liza Koshy & Casey Neistat with a Song - Streamys 2017",1788736,86388,1415,3922,61.05159010600707,83.0,0.0,0.132,0.321,0.547,-0.7092,0.0
Jonathan Taylor Rips Off 67-YD TD vs. Purdue,27913,116,7,2,16.571428571428573,1.0,0.0,0.722,0.0,0.278,0.6369,0.0
Jordan Peele and Spike Lee Team Up for Movie About Black Cop Who Infiltrated the KKK,41962,1445,50,268,28.9,249.0,7.0,0.0,0.0,1.0,0.0,0.0
Jordan​ and​ ​Lindsay’s - Foxtrot - Dancing with the Stars,381049,5728,123,372,46.56910569105691,116.0,9.0,0.258,0.06,0.682,0.93,0.0
Juicy Chicken Breast - You Suck at Cooking (episode 65),711888,30520,903,2137,33.798449612403104,2.0,0.0,0.0,0.412,0.588,-0.5423,-0.4404
Julia Roberts Acts Out Her Film Career w/ James Corden,1611428,29766,439,1188,67.80410022779043,29.0,0.0,0.535,0.0,0.465,0.3182,0.0
Julien Baker - Appointments (Official Video),142463,4231,148,279,28.58783783783784,50.0,22.0,0.0,0.0,1.0,0.0,0.0
"Jump Up, Super Star! - Super Mario Odyssey Musical",5475859,98113,7322,19094,13.399754165528543,66.0,4.0,0.178,0.227,0.595,-0.186,0.8439
Jumping Through Impossible Shapes!,1667035,58956,1989,5079,29.641025641025642,4.0,0.0,0.0,0.0,1.0,0.0,0.0
Justin Theroux Weighs In on the Argument Over Jennifer Aniston’s Best Friend,128415,1576,63,125,25.015873015873016,105.0,1.0,0.0,0.296,0.704,-0.5216,0.7096
KATY PERRY GETS STUCK IN THE AIR AT HER CONCERT IN NASHVILLE,156171,141,244,34,0.5778688524590164,103.0,1.0,0.294,0.0,0.706,0.3612,-0.25
KB - DNOU,73490,3161,53,398,59.64150943396226,30.0,4.0,0.267,0.209,0.523,0.0,0.0
KB - Hometeam ft. Lecrae,117887,4344,84,570,51.714285714285715,18.0,1.0,0.0,0.0,1.0,0.0,0.0
"KELLYANNE CONWAY ON FOX & FRIENDS 10/9/17 | FOX NEWS TODAY OCTOBER 9, 2017",22906,103,292,191,0.3527397260273973,82.0,19.0,0.0,0.87,0.13,-0.7717,0.5904
KJ Apa Responds to Riverdale's Absurd Fan Theories | ELLE,497511,20162,111,760,181.63963963963963,84.0,2.0,0.225,0.106,0.669,0.5267,0.3182
KUWTK | Keep It Kardashian: Back to the Start | E!,1343382,14609,672,969,21.739583333333332,7.0,0.0,0.343,0.0,0.657,0.6954,0.0
KUWTK | Kim Kardashian Calls Caitlyn a Liar Over Her Book | E!,1039862,5628,685,875,8.216058394160584,5.0,0.0,0.0,0.0,1.0,0.0,-0.5562
KUWTK | Kim Kardashian Gets Upset Over Bad Paparazzi Pics on Vacay | E!,874796,2531,337,344,7.510385756676558,470.0,10.0,0.0,0.0,1.0,0.0,-0.75
KUWTK | Kourtney & Khloe Kardashian Prank a Sleeping Kendall Jenner | E!,702112,9037,1085,463,8.329032258064515,145.0,7.0,0.0,0.0,1.0,0.0,0.0
KYLO REN REACTS to The Last Jedi Trailer,220652,5947,107,716,55.57943925233645,68.0,3.0,0.0,0.0,1.0,0.0,0.0
Kaley Cuoco Reveals Awkward TSA Encounter,239849,2054,102,293,20.137254901960784,98.0,10.0,0.0,0.0,1.0,0.0,-0.1531
Kane Brown - Found You (Audio),920080,21350,907,909,23.539140022050717,7.0,6.0,0.442,0.0,0.558,0.7456,0.0
Kane Brown - Heaven,1623878,49038,1085,1850,45.1963133640553,59.0,5.0,0.517,0.0,0.483,0.8922,0.5106
Kane Brown - What's Mine Is Yours,581100,12566,369,288,34.05420054200542,15.0,6.0,0.2515,0.0,0.7484999999999999,0.6082,0.0
Karrueche Tran,561332,6493,691,2054,9.396526772793054,49.0,1.0,0.202,0.081,0.717,0.4404,0.0
Kate Hudson Is Eager to Rock a Mullet,246394,2986,94,353,31.76595744680851,74.0,2.0,0.159,0.039,0.802,0.8002,0.3612
Kate McKinnon Improvises a PowerPoint Presentation | Vanity Fair,177090,5056,121,222,41.78512396694215,407.0,7.0,0.07,0.118,0.812,-0.1779,0.1027
"Katherine Johnson Interview, Sept. 2017",8977,119,3,18,39.666666666666664,11.0,1.0,0.333,0.0,0.667,0.6124,0.0
Katy Perry - Making Of “Swish Swish” Music Video ft. Nicki Minaj,2010705,67484,3420,3626,19.73216374269006,22.0,1.0,0.0,0.211,0.789,-0.4497,0.0
Katy Perry: Will You Be My Witness? - Official Trailer,131589,9512,261,605,36.44444444444444,4.0,0.0,0.0,0.0,1.0,0.0,0.0
"Keeping Up With the Kardashians Katch-Up S14, EP.2 | E!",288058,1694,118,139,14.35593220338983,454.0,1.0,0.0,0.0,1.0,0.0,0.0
Keith Eats Everything At McDonald's • The Try Vlog,5027722,125295,9589,10738,13.066534570862446,32.0,0.0,0.0,0.0,1.0,0.0,0.0
Kelly Clarkson - Love So Soft [Official Video],3027926,76505,2880,6414,26.56423611111111,5.0,0.0,0.0,0.0,1.0,0.0,0.6369
Kelly Clarkson - Meaning of Life [Official Audio],168922,4381,91,423,48.142857142857146,37.0,1.0,0.074,0.056,0.87,0.8133,0.0
Kelly Clarkson - Move You [Nashville Sessions],81027,3768,26,290,144.92307692307693,24.0,0.0,0.215,0.094,0.691,0.7587,0.0
Kelly Clarkson Talks American Idol & Dr. Luke | Interview,59537,316,5,40,63.2,38.0,4.0,0.393,0.0,0.607,0.8852,0.0
Kellywise - SNL,6845621,132302,8213,9309,16.108851820284915,33.0,1.0,0.333,0.0,0.667,0.6688,0.0
Kenyon Martin takes issue with Jeremy Lin's dreaded hairstyle,94465,145,2574,1227,0.056332556332556336,9.0,0.0,0.096,0.162,0.743,-0.3626,-0.5719
Kerry Washington Does Stephen's Makeup,255605,2836,78,344,36.35897435897436,64.0,2.0,0.217,0.0,0.783,0.3612,0.0
Kerry Washington Has Her Eye on Scandal's Prada Bags,45388,573,9,51,63.666666666666664,89.0,2.0,0.303,0.153,0.544,0.4475,0.0
Kerry Washington Is Best Friends with the Obamas (in Her Imagination),42681,550,7,18,78.57142857142857,64.0,1.0,0.364,0.078,0.558,0.8271,0.8074
Kevin Durant: 'I went a little too far' on Twitter,9403,38,12,118,3.1666666666666665,12.0,16.666666666666668,0.11733333333333333,0.11133333333333334,0.7713333333333333,-0.0008333333333333156,0.0
Keyshia Cole Performs Incapable,106467,3140,123,637,25.528455284552845,2.0,0.0,0.177,0.0,0.823,0.4215,-0.3818
Kid Rock - Tennessee Mountain Top [Lyrics],324599,6496,859,635,7.562281722933644,10.0,4.0,0.0,0.0,1.0,0.0,0.2023
Kids Try 100 Years of Chicken | Bon Appétit,258651,3154,331,789,9.528700906344412,25.0,0.0,0.0,0.0,1.0,0.0,0.0
Kiiara - Wishlist [Official Audio],151312,9734,100,527,97.34,56.0,0.0,0.285,0.0,0.715,0.6988,0.0
Killer Whales Attack Minke - Frozen Planet - BBC Earth,180554,3458,113,459,30.601769911504423,23.0,3.0,0.084,0.529,0.387,-0.836,-0.8126
Kim Kardashian West Answers Ellen’s Burning Questions,1008645,14565,2036,702,7.153732809430255,139.0,10.0,0.159,0.346,0.495,-0.5442,0.0
Kimbra - Everybody Knows (Official Lyric Video),34136,2991,19,393,157.42105263157896,21.0,0.0,0.462,0.0,0.538,0.5319,0.0
Kimbra - Everybody Knows (Official Music Video),116762,7611,79,810,96.34177215189874,7.0,0.0,0.344,0.0,0.656,0.6369,0.0
King Gizzard & The Lizard Wizard - Crumbling Castle,95047,4588,33,758,139.03030303030303,20.0,2.0,0.0,0.103,0.897,-0.4574,0.0
King Krule - Dum Surfer,355704,16412,198,1085,82.88888888888889,4.0,0.0,0.263,0.0,0.737,0.3612,0.0
Kings Rookie Dance Contest,97502,1016,34,126,29.88235294117647,91.0,3.0,0.0,0.0,1.0,0.0,0.0
Kingsman: The Golden Circle | That Dog Don't Hunt Clip | 20th Century FOX,288222,2003,77,208,26.01298701298701,298.0,15.0,0.0,0.0,1.0,0.0,0.0
Kit Harington’s Epic April Fools Day Prank On Rose Leslie - The Jonathan Ross Show,3368868,8061,216,447,37.31944444444444,236.0,2.0,0.273,0.0,0.727,0.4588,-0.4939
Kodaline - Ready to Change (Official Video),1193707,58119,447,2081,130.0201342281879,7.0,3.0,0.171,0.275,0.554,-0.3094,0.3612
Koenigsegg Agera RS 0-400-0,3137168,45652,1296,6051,35.22530864197531,5.0,0.0,0.0,0.0,1.0,0.0,0.0
"Krewella, Yellow Claw - New World (ft. Taylor Bennett) (Audio)",175610,11752,156,703,75.33333333333333,494.0,120.0,0.159,0.0,0.841,0.5826,0.0
Kris Wu - Deserve ft. Travis Scott (Official Audio),1310074,72890,1055,7858,69.09004739336493,23.0,0.0,0.194,0.1,0.706,0.3818,0.0
Kucherov picks up 6th goal of season against Red Wings,17581,89,2,20,44.5,15.0,5.0,0.592,0.0,0.408,0.4404,0.0
"Kungs - More Mess (Official Video) ft. Olly Murs, Coely",677074,11876,431,397,27.554524361948957,10.0,0.0,0.0,0.0,1.0,0.0,-0.4201
Kygo - Kids in Love (Audio) ft. The Night Game,1249946,57826,708,2129,81.67514124293785,6.0,4.0,0.0,0.0,1.0,0.0,0.6369
Kygo - Stargazing ft. Justin Jesso,1892562,82320,883,2817,93.22763306908267,7.0,0.5,0.072,0.0,0.9279999999999999,0.16455,0.0
Kygo - This Town ft. Sasha Sloan,1044056,46712,462,1337,101.10822510822511,4.0,0.0,0.0,0.0,1.0,0.0,0.0
Kylie Jenner Is Pregnant! | TMZ News,2129936,11299,11064,8905,1.0212400578452636,2.0,0.0,0.05249999999999999,0.33120000000000005,0.6163000000000001,-0.48134,0.0
LANY - Super Far (Official Video),428075,28530,189,2291,150.95238095238096,21.0,2.0,0.476,0.0,0.524,0.6739,0.5994
LAY 레이 'SHEEP (羊)' MV Teaser,433110,81560,526,8298,155.05703422053233,2.0,0.0,0.025,0.156,0.819,-0.9042,-0.25
LEAVING YOUTUBE... chit chat get ready with me,733261,31013,2926,2898,10.59911141490089,3381.0,134.0,0.349,0.0,0.651,0.7893,0.3612
LEGO Lawn Mower Man Kinetic Sculpture,164740,4053,32,273,126.65625,29.0,2.0,0.0,0.0,1.0,0.0,0.0
LEGO Ultimate Collectors Series Millennium Falcon (2017) Review!,303550,6567,145,560,45.289655172413795,15.0,0.0,0.118,0.062,0.82,0.7311,0.0
LET ME EXPLAIN WHAT HAPPENED,1587575,44221,2057,4065,21.497812348079727,11.0,4.0,0.204,0.029,0.767,0.906,0.0
LET'S HELP THE VICTIMS OF THE LAS VEGAS ATTACK,1319110,85402,2427,6931,35.18829831067161,10.0,0.0,0.552,0.0,0.448,0.8122,-0.4019
"LIVE Q & A with Birdie, Brie and Winston | Brie confirms her WWE return in 2018 and baby #2!",117831,6012,65,673,92.49230769230769,3.0,0.0,0.137,0.0,0.863,0.4019,0.0
LIVE TRACKING OF HURRICANE IRMA,7198312,26768,3932,147,6.807731434384537,40.0,12.0,0.0,0.0,1.0,0.0,0.0
LIVING WITH ACNE [trądzik],20722,3335,19,183,175.52631578947367,270.0,2.0,0.677,0.0,0.323,0.6369,0.0
LP - Lost On You (A Night at The McKittrick Hotel),142908,7088,68,437,104.23529411764706,17.0,1.0,0.353,0.0,0.647,0.7964,-0.3182
LaVar Ball Answers Basketball Questions From Twitter | Tech Support | WIRED,816447,24435,1578,1704,15.484790874524714,27.0,2.0,0.0,0.438,0.562,-0.5696,0.4019
Labrador Puppies Experience New Firsts Before Guide Dog Training | The Dodo LIVE,30296,1205,41,84,29.390243902439025,21.0,2.0,0.334,0.065,0.601,0.9059,0.0
Lana Del Rey - White Mustang (Official Video),4990025,273916,4489,19878,61.01938070839831,4.0,0.0,0.0,0.0,1.0,0.0,0.0
Lara Croft’s Real Superpower (It’s Her Neck),85284,1866,3093,699,0.6032977691561584,0.0,0.0,0.10989999999999997,0.14726999999999998,0.7428299999999999,-0.052115,0.0
Larry's Back & Nothing Has Changed | Curb Your Enthusiasm Season 9 Trailer #2 (2017) | HBO,574541,6854,129,982,53.13178294573643,1.0,0.0,0.204,0.0,0.7959999999999999,0.24766666666666667,0.4404
"Las Vegas Concert Shooting Deadliest Mass Shooting in US History, officials hold morning newscast",184133,668,128,1916,5.21875,1.0,0.5483870967741935,0.07945161290322579,0.11722580645161292,0.803290322580645,-0.15027419354838709,0.0
Las Vegas shooting update,82566,74,120,6,0.6166666666666667,4.0,2.0,0.034,0.336,0.63,-0.9722,0.0
Las Vegas shooting: GMB SLAMMED over 'unprofessional' Mariah Carey interview,1773579,2190,8660,4378,0.2528868360277136,7.0,2.0,0.245,0.118,0.637,0.3818,0.0
Las Vegas shooting: Paddock may have planned to escape - BBC News,1454151,4775,2575,5381,1.854368932038835,4.0,3.0,0.044,0.176,0.78,-0.8172,0.1779
Las Vegas: Mass casualties in Mandalay Bay shooting - BBC News,1270997,2686,533,6665,5.039399624765478,106.0,55.0,0.0,0.0,1.0,0.0,0.0
Laser + mirror + sound,122440,7736,46,840,168.17391304347825,6.0,1.0,0.0,0.041,0.959,-0.1531,0.0
"Last Week Tonight with John Oliver - Oct 8, 2017",856170,5696,1740,1523,3.2735632183908048,24.0,23.5,0.186,0.405,0.409,-0.7852,0.0
"Last Week Tonight with John Oliver S04E23 - Sep 10, 2017",682207,3589,1652,954,2.1725181598062955,4.0,1.0,0.0,0.182,0.818,-0.7105,0.0
Late Night Pho,1987959,150289,921,13857,163.1802388707926,5.0,0.0,0.0,0.0,1.0,0.0,0.0
Latinos React To The Selena Google Doodle,205071,11262,100,601,112.62,12.0,1.0,0.0,0.325,0.675,-0.4389,0.0
Laura Dern Reveals Her Sexual Harassment Experience in Hollywood,191262,2517,219,480,11.493150684931507,143.0,16.0,0.111,0.238,0.651,-0.5106,-0.5423
Lauv - Easy Love [Official Video],404221,22228,158,1127,140.68354430379748,3.0,0.0,0.0,0.0,1.0,0.0,0.7964
LeBron James - Full Press Conference - 2017 Cavaliers Media Day | 2017-18 NBA Season,217239,2528,612,1102,4.130718954248366,3.0,4.0,0.202,0.133,0.665,0.4767,0.0
LeBron James Fearless | Intel,61415,194,28,38,6.928571428571429,12.0,0.0,0.0,0.0,1.0,0.0,0.4404
"LeBron James Postgame Interview | Celtics vs Cavaliers | Oct 17, 2017 | 2017-18 NBA season",122181,1057,76,264,13.907894736842104,255.0,7.0,0.535,0.0,0.465,0.3182,0.0
LeBron James and Dwyane Wade exclusive interview with Rachel Nichols | The Jump | ESPN,818928,13824,452,1694,30.58407079646018,2.0,0.4,0.055400000000000005,0.18560000000000001,0.759,-0.08907999999999999,0.128
LeBron James stands by calling President Trump a 'bum',29886,327,227,518,1.4405286343612336,14.0,0.0,0.0,0.0,1.0,0.0,0.0
Learn to Stack Dice || Learn Quick,511287,30026,324,1970,92.67283950617283,2.0,0.0,0.0,0.357,0.643,-0.5983,0.0
Lecrae - Facts (Audio),173246,4736,129,590,36.713178294573645,112.0,5.0,0.171,0.0,0.829,0.4753,0.0
Lecrae - Hammer Time (Dance Visual) ft. 1K Phew,106186,4695,193,396,24.326424870466322,13.0,7.0,0.313,0.051,0.636,0.9062,0.0
Lecrae - Whatchu Mean (Audio) ft. Aha Gazelle,128751,6404,187,1205,34.24598930481283,7.0,1.0,0.0,0.0,1.0,0.0,0.0
Leonard Cohen - Leaving the Table,131393,2737,58,165,47.189655172413794,37.0,0.0,0.482,0.0,0.518,0.4199,0.0
Let's Talk about Books,190263,13213,114,1826,115.90350877192982,1.0,0.0,0.0692,0.0132,0.9176,0.18806,0.0
Lethal Bizzle Teaches Dame Judi Dench How To Rap,215640,2105,47,169,44.787234042553195,433.0,7.0,0.0,0.492,0.508,-0.4404,0.0
Letting a Dream Die,1564339,83094,3609,18767,23.024106400665005,18.0,1.0,0.152,0.0,0.848,0.3612,-0.4404
Lewis Capaldi - Fade (Official Audio),81921,6025,26,350,231.73076923076923,5.0,0.0,0.0,0.0,1.0,0.0,0.0
Liam Payne - Bedroom Floor (Lyric Video),1871950,181526,2293,10936,79.1652856519843,28.0,0.0,0.082,0.096,0.822,-0.1779,0.0
Lieutenant General Jeff Buchanan: Army Corps Taking Lead On Power Grid Repairs | CNBC,3602,44,2,10,22.0,6.0,2.0,0.0,0.133,0.867,-0.25,0.0
"Life After Hate | September 13, 2017 Act 3 | Full Frontal on TBS",425684,7817,1893,989,4.129424194400422,84.0,14.0,0.361,0.074,0.565,0.8225,-0.5719
"Life of Kylie Recap Season 1, Ep.7 | E!",200970,2034,271,199,7.5055350553505535,180.0,6.0,0.0,0.099,0.901,-0.296,0.0
Lin-Manuel Miranda - Almost Like Praying feat Artists for Puerto Rico [Music Video],2912165,97756,3007,8001,32.50947788493515,6.0,0.0,0.218,0.0,0.782,0.4199,0.5313
Lindsey Stirling - Mirage,1710896,111709,1878,6270,59.48296059637913,6.0,0.0,0.0,0.0,1.0,0.0,0.0
Lindsey Vonn | UNLIKE ANY,339187,86,17,9,5.0588235294117645,1.0,0.25,0.27974999999999994,0.055,0.66525,0.0703,0.0
Lindsey and​ Mark’s - Jive - Dancing with the Stars,139391,2500,34,179,73.52941176470588,264.0,0.0,0.31,0.0,0.69,0.7125,0.0
Line Rider - Mountain King,948600,36715,169,830,217.24852071005918,3.0,0.0,0.32,0.0,0.68,0.5093,0.0
Lineup: Which Tattoo Belongs to Which Person?,1672896,36014,497,1444,72.46277665995976,21.0,1.0,0.0,0.1,0.9,-0.4404,0.0
"Lionel Richie, Katy Perry and Luke Bryan take over 'GMA'",4992,91,1,19,91.0,13.0,0.0,0.535,0.0,0.465,0.7845,0.0
Lions vs. Giants | NFL Week 2 Game Highlights,762557,6758,408,2298,16.563725490196077,2.0,0.0,0.3684,0.0,0.6315999999999999,0.62074,0.0
Lip Sync Battle with Miley Cyrus,2248967,51006,1445,2727,35.29826989619377,7.0,0.5,0.458,0.0,0.542,0.7279,-0.3818
Lip Sync Conversation with Demi Lovato,734401,61972,423,1983,146.50591016548466,1.0,0.0,0.1645,0.0,0.8355,0.17525000000000002,0.0
Lipstick That Changes the Way You Talk! (ft. Manny Mua),1970035,145806,2194,13849,66.4567000911577,8239.0,500.0,0.095,0.15,0.755,-0.2444,0.0
Little Dragon - Peace Of Mind (feat. Faith Evans) [Official Music Video],54837,2821,26,206,108.5,58.0,5.0,0.0,0.0,1.0,0.0,0.7203
Liza Koshy's Dream Office Makeover | OMG We're Coming Over | Mr. Kate,2451184,176110,1017,6257,173.16617502458212,7709.0,266.0,0.457,0.025,0.519,0.9885,0.25
Lizzo - Truth Hurts [Official Video],64963,3036,61,245,49.77049180327869,79.0,6.0,0.0,0.0,1.0,0.0,-0.2023
Lobo Football Press Conference,4416,23,5,14,4.6,5.0,0.0,0.297,0.0,0.703,0.9728,0.0
Logan Paul on Losing 15% of His Testicle,2746174,78698,13980,6152,5.629327610872675,82.0,9.0,0.084,0.133,0.782,-0.4112,-0.3818
Logan vs. Children of Men — The End is in the Beginning,167905,12601,70,1382,180.0142857142857,385.0,122.0,0.313,0.0,0.687,0.9726,0.0
"Lonzo Ball Completes A Near Triple Double in Lakers Win | 29 Points, 11 Rebounds, 9 Assists",208472,2730,102,810,26.764705882352942,6.0,0.0,0.39,0.0,0.61,0.4926,0.5859
Look What You Made Me Do - Looks,602998,34814,689,1502,50.528301886792455,7.0,0.0,0.273,0.0,0.727,0.5803,0.0
Look What You Made Me Do: Taylor Mountain,1785675,50282,1665,2727,30.1993993993994,41.0,0.0,0.0,0.38,0.62,-0.6467,0.0
Look at Tiny Baby Hank,224401,17104,135,1165,126.6962962962963,2.0,0.0,0.159,0.0,0.841,0.5826,0.0
Lorde - Green Light in the Live Lounge,73140,3626,36,190,100.72222222222223,92.0,2.0,0.249,0.0,0.751,0.4574,0.0
Lore - Official Trailer [HD] | Amazon Video,132561,802,45,64,17.822222222222223,42.0,5.0,0.0,0.0,1.0,0.0,0.1779
Los jugadores de Sacachispas entraron vestidos de guerreros vs Sarmiento (Copa Argentina),54261,203,4,30,50.75,44.0,2.0,0.203,0.0,0.797,0.4215,0.0
