title,views,likes_x,dislikes,comment_total,L/D,likes_y,replies,poitive_score,negative_score,neutral_score,compound_score,compound_score_comm
Exotic Animals in Ancient Rome,581620,35633,522,3428,68.2624521072797,3.0,0.0,0.21,0.159,0.631,0.4003,0.0
Explanation of where the shooting took place on Las Vegas Strip,1539430,4225,842,7695,5.0178147268408555,67.0,13.0,0.0,0.0,1.0,0.0,0.0
Explore cave paintings in this 360° animated cave - Iseult Gillespie,150227,5093,226,516,22.535398230088497,400.0,32.0,0.116,0.008,0.876,0.9685,0.0
Explosive Video: Milo Yiannopoulos And White Supremacists At Karaoke,196593,574,5166,3399,0.1111111111111111,13.0,0.0,0.672,0.0,0.328,0.6249,-0.25
Extraordinary Kids fly in ZERO GRAVITY !  4K,32717,379,9,39,42.111111111111114,19.0,0.0,0.39,0.0,0.61,0.6956,0.0
FACING MY ANXIETY.,4699392,388954,7586,19412,51.272607434748224,2597.0,187.0,0.231,0.109,0.66,0.9623,-0.1779
FAIL.. + *New* ESTEE LAUDER DOUBLE WEAR NUDE {First Impression Review & Demo!} 15 DAYS OF FOUNDATION,156899,10461,143,1203,73.15384615384616,2.0,1.0,0.172,0.0,0.828,0.3612,0.2942
FALL ESSENTIALS YOU NEED! BEAUTY & LIFESTYLE | Casey Holmes,291348,15749,233,1330,67.5922746781116,3.0,0.0,0.472,0.0,0.528,0.7482,0.7027
FALL MAKEUP TUTORIAL | Talk  Through Tutorial | Casey Holmes,294571,17028,285,1634,59.747368421052634,3.0,0.0,0.565,0.0,0.435,0.8772,0.0
FAN-REQUESTED Steampunk Cake | Man About Cake SEASON 6 PREMIERE with Joshua John Russell,139133,7707,50,500,154.14,45.0,21.0,0.045,0.0,0.955,0.4559,0.0
FATHER FIGURES - Official Redband Trailer,26578,662,50,110,13.24,55.0,2.0,0.0,0.364,0.636,-0.6124,0.0
FENTY BEAUTY BY RIHANNA | DESI PERKINS,867074,42203,946,2941,44.612050739957716,94.0,1.0,0.517,0.0,0.483,0.8612,0.5859
FENTY BEAUTY BY RIHANNA | MY HONEST REVIEW.. | Casey Holmes,313093,13433,514,1472,26.134241245136188,2.0,0.0,0.229,0.048,0.723,0.9763,0.8613
FENTY BEAUTY By Rihanna Review + Wear Test,70553,2846,96,554,29.645833333333332,13.0,0.0,0.105,0.0,0.895,0.25,0.6739
FENTY BEAUTY HOLIDAY COLLECTION BY RIHANNA TUTORIAL | SONJDRADELUXE,82598,6594,128,688,51.515625,7.0,0.0,0.407,0.0,0.593,0.6707,0.7579
FENTY BEAUTY REVIEW,156097,5904,190,488,31.073684210526316,6.0,0.5,0.149,0.013,0.8380000000000001,0.48865,0.5859
FENTY BEAUTY RIHANNA MAKEUP TUTORIAL | PatrickStarrr,2411624,98674,2753,13818,35.84235379585906,7186.0,506.0,0.346,0.0,0.654,0.7425,0.6739
FENTY BEAUTY by RIHANNA FULL REVIEW,1228127,47168,4719,6048,9.995337995337996,5812.0,266.0,0.21,0.0,0.79,0.9418,0.6739
FENTY BEAUTY by RIHANNA... HIT OR MISS?! | Jeffree Star,5292941,187251,17328,19816,10.80626731301939,3.0,0.0,0.0,0.0,1.0,0.0,0.7027
"FENTY BEAUTY | FULL FACE BEAT,  IMPRESSIONS + REVIEW",414089,20839,521,6595,39.99808061420345,4.0,0.0,0.0,0.0,1.0,0.0,0.6908
FENTY BEAUTY?! Hot OR Hmmm? | Jackie Aina,1091561,75196,1139,7456,66.01931518876208,9.0,1.0,0.197,0.188,0.615,0.0772,0.0
FIRST MAKEUP TUTORIAL OF FALL! VAMPY GLAM | Manny MUA,568055,43537,762,5461,57.13517060367454,3398.0,299.0,0.0,0.0,1.0,0.0,0.0
FIX YOUR LIFE (YIAY #359),1595329,76458,1718,52400,44.50407450523865,2.0,0.0,0.119,0.0775,0.804,0.1806,0.0
FLETCHER - You Should Talk (Official Audio),49099,4446,10,271,444.6,64.0,12.0,0.0,0.0,1.0,0.0,0.0
FOX Sports' Charissa Thompson Joins The Dan Patrick Show In-Studio | Full Interview | 10/03/17,12768,75,4,21,18.75,4.0,1.25,0.1055,0.0,0.8945000000000001,0.24695,0.0
FULL FACE MAKEUP USING ONLY HARDWARE TOOLS!!,3055515,272789,1486,7950,183.57267833109017,6.0,0.0,0.452,0.0,0.548,0.5106,0.0
"FULL FACE OF FIRST IMPRESSIONS | Fenty Beauty, Too Faced , YSL & More",348812,19836,311,1650,63.78135048231511,684.0,26.0,0.611,0.0,0.389,0.7412,0.7531
FULL FACE OF SEPHORA !!! IS THIS WORTH IT,389007,17527,286,1781,61.28321678321678,2.0,0.0,0.104,0.0,0.8959999999999999,0.23653333333333335,0.6017
FULL FACE USING CHEAP AMAZON MAKEUP... OMG | Casey Holmes,362831,13515,550,1361,24.572727272727274,932.0,46.0,0.207,0.139,0.654,0.8966,0.347
FULL FACE USING ONLY MIRANDA'S LIPSTICK!,2482109,83283,1082,9355,76.9713493530499,3.0,0.0,0.1015,0.051,0.8474999999999999,0.2202,0.0
Face Masks I Love Right Now! | Ingrid Nilsen,71189,2723,39,213,69.82051282051282,46.0,7.0,0.496,0.0,0.504,0.9707,0.6696
Fall Makeup Tutorial ft. PatrickStarrr | Ashley Tisdale,191886,12823,98,549,130.8469387755102,1.0,0.0,0.42450000000000004,0.02883333333333333,0.5466666666666665,0.48302777777777783,0.0
Fall Makeup Tutorial | Daisy Marquez,296680,19931,512,1737,38.927734375,4.0,0.0,0.223,0.126,0.651,0.2732,0.0
Fall Out Boy - The Last Of The Real Ones,2517566,124876,2318,12000,53.87230371009491,98.0,12.0,0.0,0.0,1.0,0.0,0.0
Famous YouTubers | My Parents React (Ep. 26),1326341,91024,1053,8039,86.44254510921178,6213.0,469.0,0.337,0.0,0.663,0.9217,0.0
Farmers market lies exposed: hidden camera investigation (Marketplace),483044,6073,291,1148,20.869415807560138,2.0,0.0,0.106,0.0,0.894,0.3612,-0.4767
Fast Food Hot Sauce Taste Test,1692926,36238,740,2659,48.97027027027027,16.0,0.0,0.187,0.0,0.813,0.3182,0.0
Father-Son Moment: I passed the Florida Bar Exam,217848,861,55,59,15.654545454545454,53.0,0.5,0.579,0.0,0.421,0.6705,0.0
Fenty Beauty Pro Filt'r Foundation Review|| Nyma Tang #thedarkestshade,3304860,111619,1664,8363,67.07872596153847,1.0,0.0,0.2671111111111111,0.0987777777777778,0.6341111111111111,0.34224444444444446,0.5859
Fergie - Just Like You,674842,27446,790,1386,34.741772151898736,3.0,0.0,0.0,0.0,1.0,0.0,0.3612
Fergie - Love Is Blind,630019,24169,1260,1504,19.18174603174603,17.0,2.0,0.423,0.0,0.577,0.296,0.3612
Fergie - Save It Til Morning,1050052,45397,1029,2795,44.117589893100096,23.0,0.0,0.0,0.565,0.435,-0.5994,0.4939
Fergie - Tension,570790,21614,791,1181,27.324905183312264,65.0,3.0,0.21,0.0,0.79,0.4926,-0.3182
Fergie - You Already Know ft. Nicki Minaj,3908558,130883,10147,8631,12.89868926776387,8.0,1.0,0.289,0.0,0.711,0.2577,0.0
"Fergie On Josh Duhamel, Mario Lopez And Justin Timberlake | Plead The Fifth | WWHL",61726,406,42,59,9.666666666666666,38.0,12.0,0.148,0.265,0.586,-0.2481,0.0
Fidget spinner spinning in space!,2251125,19626,1555,4648,12.62122186495177,5.0,0.0,0.0,0.0,1.0,0.0,0.0
Field of Vision - A Night at the Garden,21476,210,18,161,11.666666666666666,35.0,3.0,0.0,0.118,0.882,-0.0516,0.25
Fifth Harmony & Becky G - All In My Head (PSA Tour Argentina) 🇦🇷,57009,590,14,45,42.142857142857146,42.0,1.0,0.103,0.0,0.897,0.3182,0.4019
Fifth Harmony - Deliver,3998451,291383,11624,24246,25.067360633172747,6.0,0.0,0.2315,0.004,0.765,0.91055,0.4019
Fifth Harmony Perform 'Don't Say You Love Me' | Weekdays at 3:30pm | #TRL,392563,15315,209,878,73.27751196172248,59.0,0.0,0.0,0.368,0.632,-0.5423,-0.17
Fifth Harmony Play 'Requestions' w/ TRL Fans! | Weekdays at 3:30pm | #TRL,66026,2282,99,160,23.050505050505052,218.0,0.0,0.177,0.0,0.823,0.4215,0.6588
Fifth Harmony Spin the TRL Wheel of Dance in 'Step Off' | Weekdays at 3:30pm | #TRL,68153,3169,22,238,144.04545454545453,281.0,8.0,0.349,0.0,0.651,0.7096,0.4019
Fifth Harmony: He Like That,378178,25046,1112,2510,22.52338129496403,15.0,1.0,0.174,0.169,0.656,0.4355,0.6369
Fifty Shades Freed - Teaser [HD],5287771,19798,2919,2275,6.782459746488523,1.0,0.0,0.10957692307692307,0.14969230769230768,0.7406923076923076,-0.029965384615384612,0.1779
Fight at Giants and Lions. Fan Threw Up On Another Fan,185907,29,4,36,7.25,17.0,2.0,0.0,0.0,1.0,0.0,0.25
Filling In For Jon Batiste,124697,5855,379,382,15.448548812664908,1389.0,19.0,0.0,0.127,0.873,-0.2235,0.0
Film Theory: Ariel is RELATED to Hercules?! (Disney’s Connected Universe),1887547,113729,3803,21940,29.905074940836183,2.0,0.0,0.0,0.106,0.894,-0.2263,0.0
Film Theory: Did Rick CLONE Beth - SOLVED! (Rick and Morty),2982733,99206,9916,36254,10.004638967325535,9652.0,500.0,0.053,0.06,0.887,0.2714,0.481
Film Theory: How Much is YOUR SOUL Worth? (Fullmetal Alchemist Brotherhood),1392747,56515,2405,10220,23.4989604989605,2.0,0.0,0.0756,0.1046,0.82,-0.05743999999999998,0.2263
Film Theory: Is The Emoji Movie ILLEGAL? (feat. Jacksfilms),4808247,163078,15360,26029,10.617057291666667,30228.0,500.0,0.0,0.307,0.693,-0.7351,-0.6523
"Film Theory: Pickle Rick ACTUALLY WORKS! (Rick and Morty, Feat. DAN HARMON!)",3622521,130294,13537,19042,9.625027701854178,21155.0,500.0,0.172,0.077,0.751,0.9189,0.0
Finding Ralphie | A CHRISTMAS STORY LIVE!,11094,78,37,34,2.108108108108108,11.0,1.0,0.0,0.0,1.0,0.0,0.0
First Aid Kit - It's a Shame (Audio),63357,2230,23,209,96.95652173913044,30.0,0.0,0.204,0.478,0.317,-0.8304,-0.4767
First Look! Ellen Scores Deleted Scenes from Taylor Swift's 'Look What You Made Me Do',6087107,190010,4447,5026,42.727681583089726,12.0,2.0,0.0,0.076,0.924,-0.1027,0.0
First Time Flying | Lele Pons,1888636,95438,7572,6706,12.604067617538298,6.0,0.0,0.184,0.09,0.727,0.5983,0.0
First footage of wild sand cat kittens,220652,222,18,29,12.333333333333334,21.0,1.0,0.391,0.079,0.529,0.8953,0.0
Flawless Fall Makeup Routine,21964,2356,37,284,63.67567567567568,3.0,0.5,0.091,0.063,0.8465,-0.18765,0.5106
Flight log - Elevations,62292,1142,9,203,126.88888888888889,3.0,0.0,0.335,0.0,0.665,0.6166,0.0
"Flight of the Year // Trains, Bridges, Rapids, Mountains, Sunset, Gapping, Perching, Powerlooping",939443,10791,445,1438,24.24943820224719,3.0,0.0,0.565,0.0,0.435,0.5994,0.0
Follow Me Around- HALLOWEEN EXPRESS!,338856,22400,187,3286,119.78609625668447,1.0,0.0,0.14684615384615382,0.04384615384615384,0.8092307692307692,0.24903846153846157,0.0
Foo Fighters Carpool Karaoke,5302643,101556,2123,7817,47.83608101742817,11.0,2.0,0.294,0.118,0.588,0.4215,-0.0516
Forensic Science: Last Week Tonight with John Oliver (HBO),3774065,72496,1943,4606,37.31137416366444,8.0,3.0,0.0,0.0,1.0,0.0,0.0
Found Lost iPhone Underwater in River While Snorkeling! (Freediving),1998857,56250,2101,4220,26.772965254640646,10.0,0.0,0.0,0.0,1.0,0.0,-0.3802
Fox News blames CNN for mass shootings,22308,37,84,60,0.44047619047619047,50.0,6.666666666666667,0.062,0.286,0.652,-0.9468,-0.4019
Frankie and​ ​Witney’s - Cha​ ​Cha - Dancing with the Stars,9426,413,15,81,27.533333333333335,51.0,1.0,0.303,0.0,0.697,0.9544,0.0
Frankie and​ ​Witney’s - Quickstep - Dancing with the Stars,323564,1464,18,80,81.33333333333333,135.0,0.0,0.459,0.0,0.541,0.9501,0.0
Free gifts at your neighbors door...,214557,458,60,98,7.633333333333334,131.0,4.0,0.259,0.0,0.741,0.4939,0.5106
"Freedom(ish) Of Speech | September 20, 2017 Act 1 | Full Frontal on TBS",301045,5362,1943,1252,2.759650025733402,17.0,1.0,0.229,0.0,0.771,0.2682,0.0
From Single Shots to Automatics: How Firearms Work,6832,153,25,77,6.12,12.0,5.0,0.08,0.101,0.819,-0.2633,0.0
"From the air, Irma's catastrophic wrath is undeniable",238220,504,807,658,0.6245353159851301,28.0,36.0,0.149,0.0,0.851,0.657,-0.4939
Frozen Theory: Rapunzel Is Anna & Elsa's Cousin,237024,10754,239,3126,44.99581589958159,7.0,0.0,0.0,0.0,1.0,0.0,0.0
Full story of Hywind Scotland – world’s first floating wind farm,96498,390,2,52,195.0,15.0,2.0,0.378,0.0,0.622,0.9274,0.0
Fuller House | Season 3 - Official Trailer [HD] | Netflix,866712,13740,1420,2204,9.67605633802817,2.0,0.0,0.0,0.0,1.0,0.0,0.0
Funny you should ask...,2218837,29355,4868,5214,6.030197206244864,7.0,1.0,0.194,0.037,0.768,0.8979,0.4404
Future Man Trailer (Official) • FutureMan On Hulu • New York Comic Con,365874,1672,167,284,10.011976047904191,11.0,0.0,0.353,0.0,0.647,0.65625,0.0
"Future, Baby Future and Fam Do Disneyland | TMZ",6731,16,5,5,3.2,4.0,2.0,0.04,0.073,0.887,-0.4885,0.0
"G Herbo Talks Humility, Chicago's Hip-Hop Diversity, His New Album & More",418211,5566,495,1594,11.244444444444444,65.0,2.0,0.262,0.0,0.738,0.4926,0.0
"G-Eazy - No Limit (Audio) ft. A$AP Rocky, Cardi B",2114219,77679,1874,4529,41.450907150480255,41.0,0.0,0.0,0.459,0.541,-0.7256,-0.296
G10 - Highest Note Ever Hit In The World (Georgia Brown),266246,3409,350,715,9.74,20.0,1.0,0.0,0.0,1.0,0.0,0.0
GAGA: FIVE FOOT TWO Press Conference | Festival 2017,74494,2218,37,159,59.945945945945944,117.0,9.0,0.0,0.0,1.0,0.0,0.4939
GAGA: FIVE FOOT TWO | Official Trailer [HD] | Netflix,106757,3529,152,380,23.217105263157894,14.0,1.0,0.195,0.048,0.757,0.8391,0.0
GALEN HOOKS  ||   WAIT for ME   ||   a GALEN HOOKS film,17577,1654,12,160,137.83333333333334,104.0,1.0,0.194,0.0,0.806,0.6249,0.0
GAMES OF PHONES / STORY,148583,17150,88,1619,194.88636363636363,20.0,3.0,0.0,0.0,1.0,0.0,0.0
GERMANY TOUR RECAP x LES TWINS,54539,4755,65,651,73.15384615384616,31.0,3.0,0.0,0.0,1.0,0.0,0.0
GET READY WITH ME | Teacher Evolution Ep 10,34053,1444,37,502,39.027027027027025,44.0,2.0,0.319,0.012,0.668,0.9855,0.4995
GET READY WITH ME! - ft. old friend,144101,9213,43,185,214.25581395348837,544.0,30.0,0.281,0.112,0.607,0.6644,0.7734
GET READY WITH ME! Chit Chat | DEEP TEAL FALL MAKEUP!,563157,25378,580,3538,43.755172413793105,11.0,0.0,0.512,0.0,0.488,0.636,0.5882
GET UNREADY WITH ME!,227156,13076,263,412,49.71863117870723,8.0,1.0,0.0,0.0,1.0,0.0,0.0
GETTING READY WITH ME FOR FALL!,133419,6825,195,285,35.0,47.0,0.0,0.692,0.0,0.308,0.6689,0.4199
GOLD DIVA MACARONS- The Scran Line,27794,1692,34,174,49.76470588235294,41.0,11.0,0.448,0.169,0.383,0.8663,0.0
GOODBYE FROM LONELY by SUPERFRUIT,240246,21792,136,1298,160.23529411764707,7.0,1.0,0.257,0.065,0.678,0.9537,-0.4995
GOT7 You Are” M/V,9018901,793387,7496,160072,105.84138207043756,7.0,6.0,0.0,0.0,1.0,0.0,0.0
GOTTI (2017 Movie) – Official Trailer – John Travolta,1004188,4911,554,1593,8.864620938628159,12.0,7.0,0.242,0.0,0.758,0.4926,0.0
GR : Born from Motorsports篇,1376018,1828,1379,420,1.325598259608412,102.0,30.0,0.0,0.0,1.0,0.0,0.0
"GROUP HALLOWEEN COSTUME IDEAS | Walking Dead, Riverdale + more!",200178,11993,121,652,99.11570247933885,4.0,0.5714285714285714,0.2762857142857143,0.05771428571428572,0.6660000000000001,0.42269999999999996,-0.68
GRWM In The Shower! Styling My Natural Hair! | Jackie Aina,372733,30076,355,3985,84.72112676056338,7049.0,131.0,0.0,0.0,1.0,0.0,0.4738
GRWM | SLAY THE GROCERY STORE & Catch Up,67204,4005,61,359,65.65573770491804,3.0,1.0,0.257,0.081,0.662,0.533,0.0
"GYMNASTICS AT 40,000Ft!! | World Championships Vlog (1)",196622,8048,126,432,63.87301587301587,68.0,6.0,0.393,0.058,0.549,0.9219,0.5837
GYMNASTICS IS A TOUGH SPORT! | Worlds Qualification | Vlog (2),143444,8407,33,507,254.75757575757575,12.0,2.0,0.184,0.068,0.748,0.815,-0.3664
Gal Gadot Can't Compare to Sam Smith - SNL,151550,2813,87,262,32.333333333333336,363.0,12.0,0.0,0.535,0.465,-0.6808,0.0
Gal Gadot Monologue - SNL,27721,2050,146,356,14.04109589041096,5.0,0.0,0.216,0.0,0.784,0.296,0.0
Gal Gadot Tries a Reese's Peanut Butter Cup for the First Time,1803613,36000,1134,4484,31.746031746031747,1.0,0.0,0.07066666666666667,0.0,0.9293333333333335,0.0745,0.0
Galantis & ROZES - Girls on Boys (Official Music Video),196113,8841,198,709,44.65151515151515,277.0,40.0,0.0,0.185,0.815,-0.8679,0.0
Galaxy Note 8 // 8 Things To Do First!,11811,401,17,50,23.58823529411765,6.0,6.0,0.0,0.0,1.0,0.0,0.0
Game Revealed: Season 7 Episode 3: A Goodbye Kiss,216713,5329,60,471,88.81666666666666,57.0,6.0,0.0,0.636,0.364,-0.5423,0.4215
Game Revealed: Season 7 Episode 4: Warrior Women,526924,9294,138,556,67.34782608695652,31.0,1.0,0.0,0.278,0.722,-0.4019,0.0
Game Revealed: Season 7 Episode 6: Zombie. Polar. Bear. (HBO),229926,4753,329,362,14.446808510638299,71.0,10.0,0.0,0.126,0.874,-0.5574,0.0
Game Theory: The Pokedex is FULL OF LIES! (Pokemon),2124342,71789,5810,28192,12.356110154905327,1.0,0.0,0.12638709677419355,0.028193548387096777,0.8454516129032258,0.17548387096774196,-0.5893
Game of Thrones Conquest & Rebellion: An Animated History of the Seven Kingdoms (Clip),2125368,57482,419,2083,137.18854415274464,2.0,0.0,0.14679999999999999,0.0864,0.7667999999999999,0.26988,-0.128
Game of Thrones Symbolism: The Mormonts,317093,7438,153,526,48.61437908496732,612.0,58.0,0.107,0.0,0.893,0.555,0.0
Game of Thrones sings Look What You Made Me Do,456328,4309,69,264,62.44927536231884,91.0,2.0,0.0,0.0,1.0,0.0,0.0
Gaming Beyond the Iron Curtain: East Germany,135122,9072,118,1535,76.88135593220339,23.0,3.0,0.426,0.0,0.574,0.6369,0.0
Gardening With Cody 12017 Week 22& 23:  Huge Potato Harvest!,159483,6416,97,1099,66.14432989690722,2.0,0.0,0.0,0.0,1.0,0.0,0.3802
Garlic Knot Chicken Alfredo Ring,358204,13019,196,521,66.4234693877551,21.0,4.0,0.448,0.0,0.552,0.8732,0.0
Generationer,107986,228,26,44,8.76923076923077,18.0,2.0,0.0,0.148,0.852,-0.3818,0.0
"Genesis, IBEX, and Cassini: SciShow Talk Show",52941,1719,38,319,45.23684210526316,58.0,50.0,0.461,0.0,0.539,0.7804,0.0
GenjiSymmetraWinstonSombra Voice Lines!,203831,12379,79,1225,156.69620253164558,4.0,0.0,0.286,0.0,0.714,0.4215,0.0
George Michael - Freedom '90 Music Video Outtakes,51263,1910,43,175,44.41860465116279,34.0,5.0,0.0,0.0,1.0,0.0,0.6369
Georgia State vs Penn State Football 2017,8413,23,2,10,11.5,0.0,0.0,0.2335,0.043333333333333335,0.7231666666666667,0.22690000000000002,0.0
Get More Ellen with ‘Ellen’s Show Me More Show’!,123053,2293,55,110,41.69090909090909,93.0,3.0,0.0,0.0,1.0,0.0,0.0
Get Ready With Us - Streamy Awards,71678,3597,30,282,119.9,15.0,3.0,0.327,0.0,0.673,0.9438,0.6705
Get a Royal Ride Through the Streets of NYC | PDA with Ben Aaron,10729,277,11,30,25.181818181818183,23.0,1.0,0.0,0.0,1.0,0.0,0.0
Getting ready for business,11227,139,8,25,17.375,15.0,1.0,0.575,0.0,0.425,0.6192,0.3612
Getting to know Victoria Beckham,196912,8690,256,744,33.9453125,113.0,12.0,0.239,0.0,0.761,0.6808,0.0
Giants vs. Broncos | NFL Week 6 Game Highlights,833131,5362,399,2003,13.43859649122807,3.0,0.0,0.0,0.286,0.714,-0.25,0.0
"Gigi Hadid Loses High Heel During Fashion Week, Walks It Off Like a Pro | TMZ",703750,2921,2196,1042,1.330145719489982,1.0,0.14285714285714285,0.05771428571428572,0.21642857142857141,0.726,-0.11259999999999996,0.0516
"Gila Monster, Baby Beaver & Pixie Frog w/ Jack Hanna",734653,11004,298,876,36.92617449664429,24.0,2.0,0.437,0.0,0.563,0.5963,0.0
Girlfriend Of Vegas Shooter Arrives At LAX From Philippines For Questioning,500744,1874,890,2285,2.10561797752809,65.0,2.0,0.411,0.0,0.589,0.5983,-0.1027
Giving Birth On A Mountain Top,1718796,228754,1545,14973,148.06084142394823,15.0,0.0,0.097,0.0,0.903,0.128,0.4939
Giving Dolls Tiny Makeovers (feat. Shane Dawson),3506642,196824,2706,11296,72.73614190687361,12101.0,233.0,0.247,0.069,0.685,0.8043,0.34
Glass elevator in the Steve Jobs Theater,485350,2977,1588,844,1.8746851385390428,183.0,11.0,0.369,0.0,0.631,0.4767,0.0
GoPro HERO6: This Is the Moment in 4K,904918,21893,203,1258,107.84729064039409,1615.0,69.0,0.237,0.0,0.763,0.4199,0.0
GoPro Hero 6!,164801,6599,333,1104,19.816816816816814,1.0,0.2,0.26225,0.0659,0.6718500000000001,0.21615,0.5983
GoPro: Nate Adams - GoPro Kind of Day,105214,3841,75,202,51.21333333333333,21.0,10.0,0.272,0.039,0.689,0.9048000000000002,0.0
Gold iPhone 8 Plus Unboxing & First Impressions!,2133021,49357,2127,7307,23.20498354489892,4.0,0.0,0.0,0.0,1.0,0.0,0.2942
Golden Retriever is the Master of Self-Control,71307,2924,31,275,94.3225806451613,27.0,0.0,0.0,0.0,1.0,0.0,0.0
"Golden State Warriors Championship Ring Ceremony | October 17, 2017",155961,3116,645,930,4.831007751937984,17.0,1.0,0.0,0.0,1.0,0.0,0.4404
Golf Club Breaks in HALF!!! at World Long Drive Championships!,7702,25,11,100,2.272727272727273,12.0,75.0,0.225,0.0,0.775,0.4939,0.6562
Gomes leads Indians to 4-2 victory: 9/27/17,17107,110,23,67,4.782608695652174,13.0,3.0,0.0,0.0,1.0,0.0,0.0
Goodnight Moon as read by LeVar Burton to Neil deGrasse Tyson,107792,3498,56,395,62.464285714285715,22.0,1.0,0.0,0.481,0.519,-0.5719,0.0
Google Home Mini Review: Smart Home for $49?,1171245,44494,506,4133,87.93280632411067,4.0,0.0,0.128,0.0,0.872,0.4215,0.4019
Google Pixel 2 Event Live Stream,497292,9834,590,615,16.667796610169493,20.0,3.0,0.0,0.0,1.0,0.0,0.0
Google Pixel 2 Impressions!,2911448,74375,2150,11223,34.59302325581394,1.0,0.0,0.08722727272727274,0.13395454545454547,0.7788181818181819,-0.08673181818181819,0.2942
Google Pixel 2 Unboxing! (Best Android 8.0 Features),1885877,65825,1460,5395,45.08561643835616,5.0,2.0,0.253,0.418,0.33,-0.3612,0.0
Google Pixel 2 XL Reassembly! (Teardown in Reverse 🙃),41160,835,54,62,15.462962962962964,35.0,4.0,0.0,0.0,1.0,0.0,0.0
Google Pixel 2 vs Pixel 2 XL: Hands on!,218241,8859,221,1532,40.085972850678736,4.0,1.0,0.0,0.0,1.0,0.0,0.0
Google Pixelbook first look,677924,9994,559,1394,17.8783542039356,27.0,2.0,0.048,0.0,0.952,0.0772,0.0
Google Ultra Pixel - New Pixel 2 Smartphone LEAKED?,528728,9656,1111,1368,8.691269126912692,2.0,0.0,0.0,0.0,1.0,0.0,-0.4648
Goran Dragic & Luka Doncic after winning Eurobasket Gold Medal,98617,332,21,269,15.80952380952381,54.0,1.0,0.448,0.06,0.492,0.9345,0.7579
Gordon Finds Out Things Are A LOT More Complicated at Sam's Kabob Room | Kitchen Nightmares Supercut,611256,9913,260,1499,38.12692307692308,2.0,0.0,0.0,0.0,1.0,0.0,0.0
"Gordon Hayward Addresses the Boston Celtics Home Crowd | October 18, 2017",182097,4497,40,351,112.425,5.0,2.3333333333333335,0.39266666666666666,0.10333333333333333,0.504,0.4141000000000001,0.0
Grace VanderWaal - Escape My Mind (Audio),483810,35127,231,4041,152.06493506493507,18.0,3.0,0.0,0.0,1.0,0.0,0.5423
Grace VanderWaal - Just The Beginning,188774,19494,76,807,256.5,7.0,1.0,0.0,0.0,1.0,0.0,0.4215
Grateful (Official Lyric Video) - Elevation Worship,37229,1552,19,4,81.6842105263158,1.0,0.0,0.45966666666666667,0.0,0.5403333333333333,0.3828333333333333,0.6369
"Great Job, C U Next Tuesday! | September 27, 2017 Act 1, Part 1 | Full Frontal on TBS",331811,4066,1718,621,2.3667054714784634,90.0,17.0,0.0,0.0,1.0,0.0,0.6588
Green Day - Too Dumb to Die (Official Lyric Video),845694,64515,625,4325,103.22399999999998,1.0,0.1,0.3244,0.060450000000000004,0.61515,0.34109,-0.802
Green Lantern - Nostalgia Critic,849512,28357,1550,5728,18.294838709677418,723.0,102.0,0.156,0.0,0.844,0.8035,-0.2732
